type,group,id,name,dnaScore,grade,effectiveGrade,flashMode,metricTension,livingScore,pinFlashScore,simFlashScore,angleSpreadScore,detail,mRange,rRange,ccRange,darkGlossPct,darkVoidPct,firstRepair,topWeakness
pattern,Patterns,diatom_radial,Diatom Radial,23,D,Hard Rework,mixed,true,11,5,15,91,7,40,58,25,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,diceroll_halftone,Diceroll Halftone,41,D,Hard Rework,mixed,true,34,18,26,91,23,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
pattern,Patterns,diceroll_pure,Diceroll Pure,36,D,Hard Rework,mixed,true,27,24,26,92,10,130,95,40,100,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
pattern,Patterns,diffraction_grating,Diffraction Grating,28,D,Hard Rework,mixed,true,13,5,32,92,9,61,74,28,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
pattern,Patterns,dimensional,Dimensional,24,D,Hard Rework,mixed,true,15,8,16,62,10,97,96,28,100,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,discofever_halftone,Discofever Halftone,32,D,Hard Rework,mixed,true,31,4,15,77,16,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
pattern,Patterns,discofever_pure,Discofever Pure,22,D,Hard Rework,mixed,true,5,24,26,93,0,0,0,0,100,0,widen-spec-channel-spectrum,Living score is 5; the finish is not changing enough across light angles.
pattern,Patterns,dna_helix,Dna Helix,26,D,Hard Rework,mixed,true,17,4,15,93,3,140,130,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,dooflower_tile,Dooflower Tile,32,D,Hard Rework,heroBand,true,29,22,26,62,8,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
pattern,Patterns,dragon_curve,Dragon Curve,29,D,Hard Rework,mixed,false,17,38,14,62,8,126,84,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,Dragon_Scale,Dragon Scale,43,D,Hard Rework,mixed,false,30,38,26,94,19,130,95,40,100,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
pattern,Patterns,dragon_scale,Dragon Scale,43,D,Hard Rework,mixed,false,30,38,26,92,19,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
pattern,Patterns,Dragon_Scale_Alt,Dragon Scale Alt,37,D,Hard Rework,mixed,true,32,12,17,92,20,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
pattern,Patterns,dragon_scale_alt,Dragon Scale Alt,37,D,Hard Rework,mixed,true,32,12,17,92,20,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
pattern,Patterns,dragonfly_wing,Dragonfly Wing,20,D,Hard Rework,mixed,true,11,4,15,75,4,50,60,30,100,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,dragonfly_wing_pattern,Dragonfly Wing Pattern,18,D,Hard Rework,mixed,true,10,4,16,62,4,50,60,30,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
pattern,Patterns,drift_marks,Drift Marks,21,D,Hard Rework,mixed,true,11,4,31,63,1,40,100,30,100,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,drivein_halftone,Drivein Halftone,38,D,Hard Rework,mixed,false,19,61,26,92,3,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,drivein_pure,Drivein Pure,36,D,Hard Rework,mixed,false,25,45,26,94,2,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 25; the finish is not changing enough across light angles.
pattern,Patterns,eight_point_star,Eight Point Star,28,D,Hard Rework,heroBand,true,14,4,34,76,15,50,70,30,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,ekg,Ekg,28,D,Hard Rework,mixed,true,17,4,25,92,4,140,130,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,ember_mesh,Ember Mesh,23,D,Hard Rework,mixed,true,15,4,13,91,1,140,80,30,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,ember_scatter,Ember Scatter,25,D,Hard Rework,mixed,true,17,4,14,93,1,139,129,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,escher_reptile,Escher Reptile,25,D,Hard Rework,mixed,true,11,4,32,91,6,43,59,25,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,event_horizon,Event Horizon,22,D,Hard Rework,mixed,true,11,4,20,91,4,42,58,29,100,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,Exhaust_Wrap,Exhaust Wrap,42,D,Hard Rework,mixed,true,36,25,14,64,42,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,exhaust_wrap_alt,Exhaust Wrap Alt,37,D,Hard Rework,mixed,true,34,4,13,91,24,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
pattern,Patterns,expanded_metal,Expanded Metal,34,D,Hard Rework,mixed,true,19,4,13,91,30,80,100,30,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,feather,Feather,30,D,Hard Rework,mixed,false,15,35,14,77,11,84,105,30,100,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,feathers,Feathers,32,D,Hard Rework,mixed,true,28,4,28,94,6,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 28; the finish is not changing enough across light angles.
pattern,Patterns,fiber_optic,Fiber Optic,41,D,Hard Rework,mixed,false,31,38,15,92,19,155,98,30,0,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
pattern,Patterns,fingerprint,Fingerprint,26,D,Hard Rework,mixed,true,12,4,26,91,10,42,56,21,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,finish_line,Finish Line,27,D,Hard Rework,heroBand,true,15,4,26,92,3,110,120,30,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,fire_lick,Fire Lick,26,D,Hard Rework,mixed,true,17,4,13,91,5,139,129,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,fireball,Fireball,26,D,Hard Rework,mixed,true,16,4,25,92,1,131,122,27,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
pattern,Patterns,five_point_star,Five Point Star,26,D,Hard Rework,heroBand,true,11,4,49,59,7,50,70,30,100,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,flame_blue_propane,Flame Blue Propane,22,D,Hard Rework,heroBand,true,13,6,14,76,5,74,94,26,100,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
pattern,Patterns,flame_ember_field,Flame Ember Field,30,D,Hard Rework,heroBand,false,17,37,15,75,10,95,92,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,flame_fade,Flame Fade,25,D,Hard Rework,heroBand,true,17,4,13,92,2,140,130,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,flame_ghost,Flame Ghost,32,D,Hard Rework,heroBand,true,20,4,25,92,11,156,133,29,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,flame_hellfire_column,Flame Hellfire Column,32,D,Hard Rework,heroBand,true,20,25,13,91,10,153,130,28,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,flame_hotrod_classic,Flame Hotrod Classic,32,D,Hard Rework,heroBand,true,21,5,13,92,15,162,134,29,0,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
pattern,Patterns,flame_inferno_wall,Flame Inferno Wall,33,D,Hard Rework,heroBand,false,18,36,15,91,8,125,105,30,100,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,flame_pinstripe_outline,Flame Pinstripe Outline,37,D,Hard Rework,pinfield,true,27,25,13,94,16,159,134,29,0,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
pattern,Patterns,flame_smoke_fade,Flame Smoke Fade,34,D,Hard Rework,heroBand,true,21,24,13,92,14,159,134,29,0,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
pattern,Patterns,flame_split_fishtail,Flame Split Fishtail,31,D,Hard Rework,heroBand,true,20,15,13,92,10,161,134,29,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,flame_tribal_knife,Flame Tribal Knife,33,D,Hard Rework,heroBand,true,21,4,26,92,13,163,135,29,0,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
pattern,Patterns,Fleur_de_Lis,Fleur De Lis,34,D,Hard Rework,mixed,true,33,4,14,76,24,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 33; the finish is not changing enough across light angles.
pattern,Patterns,fleur_de_lis,Fleur De Lis,34,D,Hard Rework,mixed,true,33,4,13,76,24,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 33; the finish is not changing enough across light angles.
pattern,Patterns,Fleur_de_Lis_Alt,Fleur De Lis Alt,42,D,Hard Rework,mixed,true,36,4,16,94,40,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,fleur_de_lis_alt,Fleur De Lis Alt,42,D,Hard Rework,mixed,true,36,4,16,94,40,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,fractal,Fractal,28,D,Hard Rework,mixed,true,16,7,27,77,10,93,105,28,100,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
pattern,Patterns,fractal_2,Fractal 2,35,D,Hard Rework,mixed,true,20,4,13,92,40,62,72,28,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,fractal_3,Fractal 3,36,D,Hard Rework,mixed,false,21,36,14,95,14,152,105,30,100,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
pattern,Patterns,fractal_fern,Fractal Fern,34,D,Hard Rework,mixed,false,22,38,15,61,15,150,105,30,100,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
pattern,Patterns,fractal1,Fractal1,40,D,Hard Rework,mixed,true,35,10,15,77,33,130,95,40,100,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
pattern,Patterns,fractal2,Fractal2,40,D,Hard Rework,mixed,true,33,23,27,62,27,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 33; the finish is not changing enough across light angles.
pattern,Patterns,fractal3,Fractal3,38,D,Hard Rework,mixed,false,18,61,26,93,4,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,fracture,Fracture,27,D,Hard Rework,mixed,false,13,36,17,75,4,60,100,30,100,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
pattern,Patterns,fresnel_ghost,Fresnel Ghost,22,D,Hard Rework,mixed,true,14,8,14,62,7,108,83,30,100,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,frost_crystal,Frost Crystal,23,D,Hard Rework,mixed,true,12,4,14,91,8,55,74,28,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,g_force,G Force,27,D,Hard Rework,mixed,true,14,5,19,77,20,30,79,29,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,gear_mesh,Gear Mesh,35,D,Hard Rework,mixed,false,19,36,15,94,12,138,82,30,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,geo_fractal_triangle,Geo Fractal Triangle,38,D,Hard Rework,mixed,false,19,35,17,91,23,101,92,30,100,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,geo_hilbert_curve,Geo Hilbert Curve,29,D,Hard Rework,mixed,false,18,37,14,46,13,103,92,30,100,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,Geo_Weave,Geo Weave,38,D,Hard Rework,mixed,true,32,23,26,77,17,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 32; the finish is not changing enough across light angles.
pattern,Patterns,geo_weave,Geo Weave,43,D,Hard Rework,mixed,true,36,25,13,74,39,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,geode_crystal,Geode Crystal,37,D,Hard Rework,mixed,true,18,4,31,92,31,55,80,30,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,ghost_flames,Ghost Flames,21,D,Hard Rework,heroBand,true,10,5,20,92,0,26,68,26,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
pattern,Patterns,giraffe,Giraffe,28,D,Hard Rework,mixed,true,27,4,15,91,8,117,82,23,100,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
pattern,Patterns,glacier_crack,Glacier Crack,22,D,Hard Rework,mixed,true,13,4,13,91,3,70,85,30,0,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
pattern,Patterns,glitch_scan,Glitch Scan,34,D,Hard Rework,mixed,true,19,25,13,94,16,107,117,29,0,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,gothic_arch,Gothic Arch,28,D,Hard Rework,mixed,true,17,11,15,91,9,116,105,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,gothic_scroll,Gothic Scroll,27,D,Hard Rework,mixed,true,17,13,14,77,11,145,73,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,graphene_hex,Graphene Hex,37,D,Hard Rework,mixed,true,31,18,15,63,28,137,100,30,0,0,widen-spec-channel-spectrum,Living score is 31; the finish is not changing enough across light angles.
pattern,Patterns,grating,Grating,34,D,Hard Rework,mixed,true,10,4,76,92,7,19,52,19,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
pattern,Patterns,gravitational_lens,Gravitational Lens,22,D,Hard Rework,mixed,true,12,5,18,76,7,59,75,29,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,greek_key,Greek Key,33,D,Hard Rework,mixed,true,17,4,25,92,21,80,100,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,greek_meander,Greek Meander,27,D,Hard Rework,mixed,true,14,4,28,61,20,50,70,30,100,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,grip_tape,Grip Tape,37,D,Hard Rework,mixed,true,20,17,13,92,31,80,100,30,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,groovy_pure,Groovy Pure,30,D,Hard Rework,mixed,true,29,4,15,94,8,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
pattern,Patterns,Groovy_Swirl,Groovy Swirl,28,D,Hard Rework,mixed,true,28,4,16,94,3,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 28; the finish is not changing enough across light angles.
pattern,Patterns,groovygeometry,Groovygeometry,32,D,Hard Rework,mixed,true,29,4,28,91,8,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 29; the finish is not changing enough across light angles.
pattern,Patterns,grungehex,Grungehex,37,D,Hard Rework,mixed,true,33,4,26,90,18,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 33; the finish is not changing enough across light angles.
pattern,Patterns,grungescratch,Grungescratch,40,D,Hard Rework,mixed,true,34,22,26,62,29,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
pattern,Patterns,hailstorm,Hailstorm,28,D,Hard Rework,mixed,true,18,4,13,92,13,95,120,30,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,halfpipe,Halfpipe,25,D,Hard Rework,mixed,true,14,4,26,92,2,80,100,30,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,Halftone_Rainbow,Halftone Rainbow,39,D,Hard Rework,mixed,true,34,4,15,93,30,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 34; the finish is not changing enough across light angles.
pattern,Patterns,hammered,Hammered,23,D,Hard Rework,mixed,true,14,4,13,93,3,89,105,29,100,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,Hardcore_Punk,Hardcore Punk,40,D,Hard Rework,mixed,true,36,4,26,63,39,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,hellfire,Hellfire,20,D,Hard Rework,mixed,true,11,4,18,75,4,33,84,25,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,hero_crest_curve,Hero Crest Curve,24,D,Hard Rework,heroBand,true,14,4,13,91,6,84,84,29,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,hero_pointed_cowl,Hero Pointed Cowl,19,D,Hard Rework,mixed,true,11,4,13,64,5,0,130,29,0,0,widen-spec-channel-spectrum,Living score is 11; the finish is not changing enough across light angles.
pattern,Patterns,hero_scallop_edge,Hero Scallop Edge,25,D,Hard Rework,mixed,true,12,4,26,91,5,0,129,29,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,Hero_Skate,Hero Skate,44,D,Hard Rework,mixed,false,30,44,26,76,27,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
pattern,Patterns,herringbone,Herringbone,32,D,Hard Rework,mixed,true,17,4,26,91,20,80,100,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,Hex_Carbon,Hex Carbon,45,D,Hard Rework,mixed,true,36,25,13,92,36,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,hex_carbon,Hex Carbon,41,D,Hard Rework,mixed,true,35,4,14,94,33,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 35; the finish is not changing enough across light angles.
pattern,Patterns,hex_circuit,Hex Circuit,29,D,Hard Rework,mixed,false,17,35,15,76,7,90,87,30,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,hex_mandala,Hex Mandala,32,D,Hard Rework,mixed,true,17,22,29,77,11,109,105,30,100,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,hex_mesh,Hex Mesh,37,D,Hard Rework,mixed,true,23,4,26,93,24,155,135,30,100,0,widen-spec-channel-spectrum,Living score is 23; the finish is not changing enough across light angles.
pattern,Patterns,hex_op,Hex Op,23,D,Hard Rework,mixed,true,12,4,17,91,6,55,75,30,100,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,hibiscus,Hibiscus,21,D,Hard Rework,mixed,true,12,4,13,91,1,70,85,30,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,hilbert_curve,Hilbert Curve,32,D,Hard Rework,mixed,false,22,38,14,62,12,129,105,30,100,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
pattern,Patterns,hippie_pure,Hippie Pure,33,D,Hard Rework,mixed,true,30,4,27,93,9,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 30; the finish is not changing enough across light angles.
pattern,Patterns,hologram,Hologram,20,D,Hard Rework,mixed,true,12,4,26,61,0,60,100,30,0,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,holographic,Holographic,29,D,Hard Rework,mixed,true,18,22,15,92,6,115,72,30,100,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,holographic_flake,Holographic Flake,26,D,Hard Rework,heroBand,true,13,4,26,92,10,50,70,30,100,0,widen-spec-channel-spectrum,Living score is 13; the finish is not changing enough across light angles.
pattern,Patterns,honeycomb_organic,Honeycomb Organic,29,D,Hard Rework,mixed,true,15,25,13,93,7,105,90,27,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,hotrodflame_gradient,Hotrodflame Gradient,36,D,Hard Rework,heroBand,false,20,61,26,77,1,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,hotrodflame_halftonegradient,Hotrodflame Halftonegradient,38,D,Hard Rework,heroBand,false,22,61,26,77,6,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 22; the finish is not changing enough across light angles.
pattern,Patterns,hotrodflame_pure,Hotrodflame Pure,25,D,Hard Rework,heroBand,true,28,11,15,62,2,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 28; the finish is not changing enough across light angles.
pattern,Patterns,houndstooth,Houndstooth,24,D,Hard Rework,mixed,true,12,4,16,91,12,36,54,27,100,0,widen-spec-channel-spectrum,Living score is 12; the finish is not changing enough across light angles.
pattern,Patterns,Hydro_Wave,Hydro Wave,42,D,Hard Rework,heroBand,false,27,48,26,61,24,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 27; the finish is not changing enough across light angles.
pattern,Patterns,hypocycloid,Hypocycloid,23,D,Hard Rework,mixed,true,14,4,16,60,14,58,79,30,100,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,impossible_grid,Impossible Grid,26,D,Hard Rework,mixed,true,14,4,18,75,17,49,69,29,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,inferno,Inferno,25,D,Hard Rework,mixed,true,17,4,13,92,2,136,126,29,0,0,widen-spec-channel-spectrum,Living score is 17; the finish is not changing enough across light angles.
pattern,Patterns,insect_compound,Insect Compound,25,D,Hard Rework,mixed,true,14,4,15,59,20,50,65,30,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,interference,Interference,28,D,Hard Rework,mixed,true,19,24,14,59,13,122,88,27,100,0,widen-spec-channel-spectrum,Living score is 19; the finish is not changing enough across light angles.
pattern,Patterns,interference_rings,Interference Rings,29,D,Hard Rework,mixed,true,15,25,13,93,8,102,87,27,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,iridescent_fog,Iridescent Fog,21,D,Hard Rework,mixed,true,8,4,16,92,10,0,0,29,0,0,widen-spec-channel-spectrum,Living score is 8; the finish is not changing enough across light angles.
pattern,Patterns,iron_emblem,Iron Emblem,33,D,Hard Rework,mixed,false,21,36,14,92,7,102,92,30,100,0,widen-spec-channel-spectrum,Living score is 21; the finish is not changing enough across light angles.
pattern,Patterns,Japanese_Wave,Japanese Wave,39,D,Hard Rework,heroBand,true,36,4,13,77,43,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,japanese_wave,Japanese Wave,41,D,Hard Rework,heroBand,true,36,4,13,90,43,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 36; the finish is not changing enough across light angles.
pattern,Patterns,julia_boundary,Julia Boundary,33,D,Hard Rework,mixed,false,16,36,29,76,9,117,90,30,100,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
pattern,Patterns,kevlar_weave,Kevlar Weave,24,D,Hard Rework,mixed,true,14,4,13,91,8,70,85,30,100,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,knurled,Knurled,28,D,Hard Rework,pinfield,true,15,4,13,92,17,60,80,30,100,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,lace_filigree,Lace Filigree,29,D,Hard Rework,mixed,true,15,25,13,92,8,109,92,26,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,lap_counter,Lap Counter,30,D,Hard Rework,mixed,true,10,5,63,93,2,25,67,25,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
pattern,Patterns,lava_flow,Lava Flow,29,D,Hard Rework,heroBand,true,18,22,13,92,4,120,135,29,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,leather_grain,Leather Grain,25,D,Hard Rework,mixed,true,10,25,13,93,6,38,48,14,0,0,widen-spec-channel-spectrum,Living score is 10; the finish is not changing enough across light angles.
pattern,Patterns,leopard,Leopard,23,D,Hard Rework,mixed,true,9,4,29,91,3,25,39,29,100,0,widen-spec-channel-spectrum,Living score is 9; the finish is not changing enough across light angles.
pattern,Patterns,lightning,Lightning,34,D,Hard Rework,mixed,false,20,38,28,61,10,145,98,30,100,0,widen-spec-channel-spectrum,Living score is 20; the finish is not changing enough across light angles.
pattern,Patterns,lissajous_web,Lissajous Web,28,D,Hard Rework,mixed,true,16,5,15,74,24,50,70,30,0,0,widen-spec-channel-spectrum,Living score is 16; the finish is not changing enough across light angles.
pattern,Patterns,lorenz_slice,Lorenz Slice,37,D,Hard Rework,mixed,true,41,11,15,60,28,140,82,30,100,0,widen-spec-channel-spectrum,Living score is 41; the finish is not changing enough across light angles.
pattern,Patterns,lozenge_tile,Lozenge Tile,30,D,Hard Rework,mixed,true,15,4,30,77,21,45,65,30,0,0,widen-spec-channel-spectrum,Living score is 15; the finish is not changing enough across light angles.
pattern,Patterns,magma_crack,Magma Crack,29,D,Hard Rework,mixed,true,18,4,25,91,5,139,135,30,0,0,widen-spec-channel-spectrum,Living score is 18; the finish is not changing enough across light angles.
pattern,Patterns,magnetar_field,Magnetar Field,30,D,Hard Rework,mixed,true,14,5,35,92,12,66,81,28,0,0,widen-spec-channel-spectrum,Living score is 14; the finish is not changing enough across light angles.
pattern,Patterns,Mandala,Mandala,42,D,Hard Rework,mixed,true,38,4,15,94,50,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 38; the finish is not changing enough across light angles.
pattern,Patterns,mandala,Mandala,42,D,Hard Rework,mixed,true,38,4,15,94,50,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 38; the finish is not changing enough across light angles.
pattern,Patterns,Mandela_Ornate,Mandela Ornate,42,D,Hard Rework,mixed,true,37,4,27,77,41,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
pattern,Patterns,mandela_ornate,Mandela Ornate,42,D,Hard Rework,mixed,true,37,4,27,77,41,130,95,40,0,0,widen-spec-channel-spectrum,Living score is 37; the finish is not changing enough across light angles.
